domain,intent_group,intent,nn-NO,bm-NO,duration,transcription,spontaneous,channel_1,channel_2,speaker,dialect
e-post,e-post,les opp ny e-post,kan du lese e-postane mine for meg,kan du lese e-postene mine for meg,3.404,kan du lese e-postane mine for meg,False,KNN20211014-0930_mix_88634_92038_1.wav,KNN20211014-0930_mix_88634_92038_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan du lese mailane mine for meg,kan du lese mailene mine for meg,3.344,kan du lese mailene mine for meg,False,KNN20211014-0930_mix_92038_95382_1.wav,KNN20211014-0930_mix_92038_95382_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan du lese opp den e-posten høgt,kan du lese opp den e-posten høyt,3.809,kan du lese opp den e-posten høgt,False,KNN20211014-0930_mix_95382_99191_1.wav,KNN20211014-0930_mix_95382_99191_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan du lese opp den mailen eg nettopp fekk,kan du lese opp den mailen jeg nettopp fikk,3.887,kan du lese opp den mailen eg nettopp fekk,False,KNN20211014-0930_mix_99191_103078_1.wav,KNN20211014-0930_mix_99191_103078_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan du vere så snill å lese opp e-posten høgt,kan du være så snill å lese opp e-posten høyt,3.264,kan du være så snill å lese opp e-posten høgt,False,KNN20211014-0930_mix_103078_106342_1.wav,KNN20211014-0930_mix_103078_106342_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan eg få høyre e-mailen opplese,kan jeg få høre e-mailen opplest,3.938,kan eg få høre e-mailen opplest,False,KNN20211014-0930_mix_106342_110280_1.wav,KNN20211014-0930_mix_106342_110280_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan eg få høyre kva e-postar eg har fått,kan jeg få høre hvilke e-poster jeg har fått,4.959,kan eg få høre mmm hvilke e-postar eg har fått,False,KNN20211014-0930_mix_110280_115239_1.wav,KNN20211014-0930_mix_110280_115239_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan eg høyre e-mailen,kan jeg høre e-mailen,2.823,kan eg høre e-mailen,False,KNN20211014-0930_mix_115239_118062_1.wav,KNN20211014-0930_mix_115239_118062_2.wav,KNN,north
e-post,e-post,les opp ny e-post,kan eg høyre mailen opplese,kan jeg høre mailen opplest,2.36,kan eg høre mailen opplest ; <bn>,False,KNN20211014-0930_mix_118840_121200_1.wav,KNN20211014-0930_mix_118840_121200_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les den nye e-posten høgt,les den nye e-posten høyt,2.775,les den nye e-posten høgt,False,KNN20211014-0930_mix_121200_123975_1.wav,KNN20211014-0930_mix_121200_123975_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les den nyaste e-posten høgt,les den nyeste e-posten høyt,2.533,les den nyeste e-posten høgt,False,KNN20211014-0930_mix_123975_126508_1.wav,KNN20211014-0930_mix_123975_126508_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les e-mail høgt takk,les e-mail høyt takk,3.239,les e-mail høgt takk,False,KNN20211014-0930_mix_126508_129747_1.wav,KNN20211014-0930_mix_126508_129747_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les e-posten høgt for meg,les e-posten høyt for meg,2.345,les e-posten høgt for meg,False,KNN20211014-0930_mix_129747_132092_1.wav,KNN20211014-0930_mix_129747_132092_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les e-posten eg fekk høgt,les e-posten jeg fikk høyt,2.834,les e-posten eg fekk høgt,False,KNN20211014-0930_mix_132092_134926_1.wav,KNN20211014-0930_mix_132092_134926_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les høgt alle nye e-postar,les høyt alle nye e-poster,2.848,les høgt alle nye e-postar,False,KNN20211014-0930_mix_134926_137774_1.wav,KNN20211014-0930_mix_134926_137774_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les høgt den nye e-posten,les høyt den nye e-posten,3.054,les høgt den nye e-posten ; <bn>,False,KNN20211014-0930_mix_137774_140828_1.wav,KNN20211014-0930_mix_137774_140828_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les mailen høgt er du snill,les mailen høyt er du snill,2.768,les mailen høgt er du snill,False,KNN20211014-0930_mix_140828_143596_1.wav,KNN20211014-0930_mix_140828_143596_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les opp den nye mailen,les opp den nye mailen,3.439,les opp den nye mailen,False,KNN20211014-0930_mix_143596_147035_1.wav,KNN20211014-0930_mix_143596_147035_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les opp e-posten,les opp e-posten,2.961,les opp e-posten,False,KNN20211014-0930_mix_147035_149996_1.wav,KNN20211014-0930_mix_147035_149996_2.wav,KNN,north
e-post,e-post,les opp ny e-post,les opp mailen for meg,les opp mailen for meg,2.016,les opp mailen for meg,False,KNN20211014-0930_mix_149996_152012_1.wav,KNN20211014-0930_mix_149996_152012_2.wav,KNN,north
e-post,e-post,les opp ny e-post,ver så snill å lese opp e-posten,vær så snill å lese opp e-posten,2.512,vær så snill å lese opp e-posten,False,KNN20211014-0930_mix_152012_154524_1.wav,KNN20211014-0930_mix_152012_154524_2.wav,KNN,north
e-post,e-post,les opp ny e-post,ver så snill å lese opp e-posten høgt,vær så snill å lese opp e-posten høyt,3.361,vær så snill å lese opp e-posten høgt,False,KNN20211014-0930_mix_154524_157885_1.wav,KNN20211014-0930_mix_154524_157885_2.wav,KNN,north
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],diktér ein e-post til Anna for meg,diktér en e-post til Anna for meg,2.92,diktér en e-post til anne for meg,False,KSV20211013-1300_mix_13805_16725_1.wav,KSV20211013-1300_mix_13805_16725_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],du kan godt senda ein e-post,du kan godt sende en e-post,2.332,du kan godt senda en e-post,False,KSV20211013-1300_mix_17140_19472_1.wav,KSV20211013-1300_mix_17140_19472_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],du må senda Anna ein mail for meg,du må sende Anna en mail for meg,2.268,du må senda anna en mail for meg ; <bn>,False,KSV20211013-1300_mix_21790_24058_1.wav,KSV20211013-1300_mix_21790_24058_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],du må senda ein e-post til Anna,du må sende en e-post til Anna,2.789,du må senda en e-post til anna,False,KSV20211013-1300_mix_24555_27344_1.wav,KSV20211013-1300_mix_24555_27344_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],du må skriva ein e-post,du må skrive en e-post,1.609,du må skriva en e-post ; <bn>,False,KSV20211013-1300_mix_28591_30200_1.wav,KSV20211013-1300_mix_28591_30200_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg må senda ein e-post til Anna,jeg må sende en e-post til Anna,2.06,eg må senda en e-post til anna,False,KSV20211013-1300_mix_31360_33420_1.wav,KSV20211013-1300_mix_31360_33420_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg må skriva ein mail med stemma mi og senda han til Anna,jeg må skrive en mail med stemmen min og sende den til Anna,3.483,eg må skriva en mail med stemmen min og senda han til anna,False,KSV20211013-1300_mix_34660_38143_1.wav,KSV20211013-1300_mix_34660_38143_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg skal senda ein mail til Anna,jeg skal sende en mail til Anna,3.187,eg skal senda en mail til anna,False,KSV20211013-1300_mix_39370_42557_1.wav,KSV20211013-1300_mix_39370_42557_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg skal ta og senda ein mail til Anna,jeg skal ta og sende en mail til Anna,3.874,eg skal ta og senda en mail til anna,False,KSV20211013-1300_mix_42557_46431_1.wav,KSV20211013-1300_mix_42557_46431_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg vil at du skal senda ein mail til Anna for meg,jeg vil at du skal sende en mail til Anna for meg,3.367,eg vil at du skal senda en mail til anna for meg,False,KSV20211013-1300_mix_47230_50597_1.wav,KSV20211013-1300_mix_47230_50597_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg vil diktera ein e-post til Anna,jeg vil diktere en e-post til Anna,3.23,eg vil diktera en e-post til anna,False,KSV20211013-1300_mix_51680_54910_1.wav,KSV20211013-1300_mix_51680_54910_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg vil gjerne senda ein mail til Anna,jeg vil gjerne sende en mail til Anna,2.831,eg vil gjerne senda en mail til anna,False,KSV20211013-1300_mix_56010_58841_1.wav,KSV20211013-1300_mix_56010_58841_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg vil senda Anna ein e-post,jeg vil sende Anna en e-post,3.389,eg vil senda anna en e-post,False,KSV20211013-1300_mix_58841_62230_1.wav,KSV20211013-1300_mix_58841_62230_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg vil senda ein e-post,jeg vil sende en e-post,2.805,eg vil senda en e-post,False,KSV20211013-1300_mix_62230_65035_1.wav,KSV20211013-1300_mix_62230_65035_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg vil senda ein mail,jeg vil sende en mail,2.215,eg vil senda en mail,False,KSV20211013-1300_mix_65035_67250_1.wav,KSV20211013-1300_mix_65035_67250_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],eg vil skriva ein e-mail og senda han til Anna,jeg vil skrive en e-mail og sende den til Anna,4.001,eg vil skriva en e-mail og senda han til anna,False,KSV20211013-1300_mix_68502_72503_1.wav,KSV20211013-1300_mix_68502_72503_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],"eg vil skriva ein mail med tittel: ""møte"" til Anna","jeg vil skrive en mail med tittel: ""møte"" til Anna",5.241,eg vil skriva en mail med tittel møte til anna,False,KSV20211013-1300_mix_72503_77744_1.wav,KSV20211013-1300_mix_72503_77744_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du senda Anna ein e-post,kan du sende Anna en e-post,3.298,kan du senda anna en e-post,False,KSV20211013-1300_mix_78690_81988_1.wav,KSV20211013-1300_mix_78690_81988_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],"kan du senda Anna ein mail med tittelen: ""møte""","kan du sende Anna en mail med tittelen: ""møte""",4.305,kan du senda anna en mail med tittelen møte,False,KSV20211013-1300_mix_81988_86293_1.wav,KSV20211013-1300_mix_81988_86293_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du senda ein e-post til Anna,kan du sende en e-post til Anna,3.395,kan du senda en e-post til anna,False,KSV20211013-1300_mix_86970_90365_1.wav,KSV20211013-1300_mix_86970_90365_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du senda ein mail til Anna,kan du sende en mail til Anna,3.867,kan du senda en mail til anna,False,KSV20211013-1300_mix_90365_94232_1.wav,KSV20211013-1300_mix_90365_94232_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du senda ein mail til Anna frå meg,kan du sende en mail til Anna fra meg,4.198,kan du senda en mail til anna fra meg,False,KSV20211013-1300_mix_94232_98430_1.wav,KSV20211013-1300_mix_94232_98430_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du skriva ein e-post til Anna er du snill,kan du skrive en e-post til Anna er du snill,5.182,kan du skriva en e-post til anna er du snill,False,KSV20211013-1300_mix_98430_103612_1.wav,KSV20211013-1300_mix_98430_103612_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du skriva ein e-post til Anna frå meg,kan du skrive en e-post til Anna fra meg,5.084,kan du skriva en e-post til anna fra meg,False,KSV20211013-1300_mix_103612_108696_1.wav,KSV20211013-1300_mix_103612_108696_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du skriva ein mail for meg,kan du skrive en mail for meg,3.376,kan du skriva en mail for meg,False,KSV20211013-1300_mix_108696_112072_1.wav,KSV20211013-1300_mix_108696_112072_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du ta og senda ein e-post til Anna,kan du ta og sende en e-post til Anna,3.778,kan du ta og senda en e-post til anna,False,KSV20211013-1300_mix_112072_115850_1.wav,KSV20211013-1300_mix_112072_115850_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du vere så snill og senda ein e-post for meg,kan du være så snill og sende en e-post for meg,3.69,kan du være så snill og senda en e-post for meg,False,KSV20211013-1300_mix_122990_126680_1.wav,KSV20211013-1300_mix_122990_126680_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du vere så vennleg å senda ein mail til Anna,kan du være så vennlig å sende en mail til Anna,3.769,kan du være så vennlig å senda en mail til anna,False,KSV20211013-1300_mix_126680_130449_1.wav,KSV20211013-1300_mix_126680_130449_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan eg senda ein e-mail ver så snill,kan jeg sende en e-mail vær så snill,3.281,kan eg senda en e-mail vær så snill,False,KSV20211013-1300_mix_130449_133730_1.wav,KSV20211013-1300_mix_130449_133730_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send Anna ein e-post,send Anna en e-post,2.517,send anna en e-post,False,KSV20211013-1300_mix_135500_138017_1.wav,KSV20211013-1300_mix_135500_138017_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],"send Anna ein e-post med subject: ""møte""","send Anna en e-post med subject: ""møte""",4.24,send anna en e-post med subject møte,False,KSV20211013-1300_mix_138017_142257_1.wav,KSV20211013-1300_mix_138017_142257_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send Anna ein e-mail,send Anna en e-mail,3.168,send anna en e-mail,False,KSV20211013-1300_mix_142257_145425_1.wav,KSV20211013-1300_mix_142257_145425_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send Anna ein mail,send Anna en mail,3.105,send anna en mail,False,KSV20211013-1300_mix_145425_148530_1.wav,KSV20211013-1300_mix_145425_148530_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send Anna ein mail takk,send Anna en mail takk,2.396,send anna en mail takk,False,KSV20211013-1300_mix_148530_150926_1.wav,KSV20211013-1300_mix_148530_150926_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send ein e-post,send en e-post,1.227,send en e-post,False,KSV20211013-1300_mix_153141_154368_1.wav,KSV20211013-1300_mix_153141_154368_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send ein e-post til Anna er du snill,send en e-post til Anna er du snill,3.404,send en e-post til anna er du snill ; <bn>,False,KSV20211013-1300_mix_155114_158518_1.wav,KSV20211013-1300_mix_155114_158518_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],"send ein e-post til Anna som heiter: ""møte""","send en e-post til Anna som heter: ""møte""",4.602,send en e-post til anna som heter møte,False,KSV20211013-1300_mix_158518_163120_1.wav,KSV20211013-1300_mix_158518_163120_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send ein e-post til Anna ver så snill,send en e-post til Anna vær så snill,4.212,send en e-post til anna vær så snill,False,KSV20211013-1300_mix_163120_167332_1.wav,KSV20211013-1300_mix_163120_167332_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],send ein mail frå meg til Anna,send en mail fra meg til Anna,3.653,send en mail fra meg til anna,False,KSV20211013-1300_mix_167332_170985_1.wav,KSV20211013-1300_mix_167332_170985_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],"send ein mail til Anna som har tittelen: ""møta""","send en mail til Anna som har tittelen: ""møte""",5.025,send en mail til anna som har tittelen møte,False,KSV20211013-1300_mix_170985_176010_1.wav,KSV20211013-1300_mix_170985_176010_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],skriv ein mail og send han til Anna,skriv en mail og send den til Anna,3.937,skriv en mail og send han til anna,False,KSV20211013-1300_mix_176010_179947_1.wav,KSV20211013-1300_mix_176010_179947_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],skriv ein e-post til Anna,skriv en e-post til Anna,2.736,skriv en e-post til anna,False,KSV20211013-1300_mix_179947_182683_1.wav,KSV20211013-1300_mix_179947_182683_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],ver vennleg og send ein mail til Anna,vennligst send en mail til Anna,2.91,vennligst send en mail til anna,False,KSV20211013-1300_mix_182683_185593_1.wav,KSV20211013-1300_mix_182683_185593_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],ver så snill og skriv ein mail til Anna,vær så snill og skriv en mail til Anna,4.609,vær så snill og skriv en mail til anna,False,KSV20211013-1300_mix_185593_190202_1.wav,KSV20211013-1300_mix_185593_190202_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du vere så snill å opne innboksen og so sende ein e-post til Marie Røsok,kan du være så snill å åpne innboksen og så sende en e-post til Marie Røsok,7.565,kan du vere så snill å åpne innboksen og so sende en e-post til marie røsok,True,KNV20211103-0930_mix_57064_64629_1.wav,KNV20211103-0930_mix_57064_64629_2.wav,KNV,north-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],kan du vere så snill å opne innboksen og svare på ein e-post ifrå Marie Røsok og kalle den e-posten for opptak 2,kan du være så snill å åpne innboksen og svare på en e-post ifra Marie Røsok og kalle den e-posten for opptak 2,12.562,kan eee du være så snill å åpne innboksen og svare på en e-post ifra marie røsok og kalle den e-posten for opptak to,True,KNV20211103-0930_mix_84662_97224_1.wav,KNV20211103-0930_mix_84662_97224_2.wav,KNV,north-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],diktér ein e-post til Anna,diktér en e-post til Anna,2.388,diktér en e-post til anna,False,KSV20201022-1315_mix_11720_14108_1.wav,KSV20201022-1315_mix_11720_14108_2.wav,KSV,south-west
e-post,e-post,send e-post [til <kontakt>] [med <tittel>],du kan gjerne senda ein mail til Anna,du kan gjerne sende en mail til Anna,2.882,du kan gjerne senda en mail til anna,False,KSV20201022-1315_mix_14108_16990_1.wav,KSV20201022-1315_mix_14108_16990_2.wav,KSV,south-west
